regione,provincia,citta,operatore_nome,telefono,whatsapp,portale,n_auto_in_stock_visibili,indirizzo_visibile,flag_residenziale_si_no,flag_micro_operatore_plausibile,multi_brand,accesso_clienti,note,url_profilo_venditore
Marche,AN,Ancona,Eurocar Italia Srl,,,autoscout24,3,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: micro_operatore | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-a6-allroad-allroad-40-2-0-tdi-mhev-12v-quattro-204cv-s-tronic-elettrica-diesel-blu-azzurro-cat_ma9mo20494-80e3a8ed-600c-4602-8848-bd1ec624481d
Marche,AN,Ancona,Ar Carbat S.R.L.,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q5-q5-spb-e-hybrid-220-kw-s-tronic-quattro-s-line-edition-elettrica-benzina-nero-cat_ma9mo19155-cf6c5812-483b-479f-a789-fc0c7015e322
Marche,AN,Ancona,Prestige Motors Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-a6-2-0-tdi-mhev-+-s-line-edition-quattro-204cv-s-tronic-prezzo-reale-no-vincoli-elettrica-diesel-blu-azzurro-cat_ma9mo1628-f988174d-db51-4c3f-a252-cf978ebfb458
Marche,AN,Ancona,Car Boat Multiservice Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q8-3-0-tdi-mhev-s-line-edition-quattro-286cv-tiptroni-elettrica-diesel-nero-cat_ma9mo74734-0d263ff4-dcb0-4831-9782-fd0e1aa8ed10
Marche,AN,Ancona,Monsters Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q8-s-line-50-3-0-tdi-mhev-quattro-tiptronic-elettrica-diesel-nero-cat_ma9mo74734-23d0ceea-6ef6-4fbe-918f-856a430c301d
Marche,AN,Ancona,Gb Motors Srl,,,autoscout24,2,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: micro_operatore | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q5-spb-sportback-tdi-quattro-s-line-navi-tetto-21-elettrica-diesel-grigio-cat_ma9mo19155-ac8f6964-bd97-4b9a-8288-f1e333525e7c
Marche,AN,Ancona,Baldini Auto srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q8-q8-3-0-tdi-mhev-s-line-quattro-286cv-tiptronic-elettrica-diesel-nero-cat_ma9mo74734-03ccb280-5685-49a6-9660-878451ff6648
Marche,AN,Ancona,Elitcar srl,,,autoscout24,2,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: micro_operatore | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q5-spb-tdi-150-kw-mhev+-s-tronic-quattro-s-line-editi-elettrica-diesel-cat_ma9mo19155-d23a511d-fc48-46be-99dd-ceaa52745034
Marche,AN,Ancona,Ke Auto Srl - Sede di Mozzo - Bergamo,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-rs-e-tron-gt-e-tron-gt-elettrica-grigio-cat_ma9mo76648-e694e98c-5dd9-4665-a798-0a4a3094b425
Marche,AN,Ancona,Delta Motors  spa,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q3-2019-sportback-q3-sportback-40-2-0-tdi-business-diesel-bianco-cat_ma9mo19715-4af2ad3e-ff50-4c5e-a540-0f396b125c35
Marche,AN,Ancona,Biesse Auto Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-a5-a5-avant-2-0-tdi-s-line-edition-s-tronic-elettrica-diesel-bianco-cat_ma9mo19047-edb88ff0-b06b-48ac-be62-82f99c52b2e0
Marche,AN,Ancona,Sernagiotto Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q8-q8-50-tdi-286cv-quattro-black-line-matrix-led-cerchi-22-elettrica-diesel-grigio-cat_ma9mo74734-15fb50e2-e1d5-4029-943d-6a4f9824013c
Marche,AN,Ancona,Busto Motor Company Srl,,,autoscout24,2,,no,escluso,si,DA_VERIFICARE_AL_TELEFONO,"brand: Audi, Porsche | multi_brand: si | archetype_est: micro_operatore | tel_da_recuperare_manuale",https://www.autoscout24.it/annunci/audi-q3-tfsi-110-kw-s-tronic-s-line-edition-elettrica-benzina-grigio-cat_ma9mo19715-7fa7916e-67b3-4228-9a74-12ca3dc4747d
Marche,AN,Ancona,Mazza Group Service Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q5-40-tdi-quattro-s-tronic-identity-black-s-line-sospensioni-telecamera-matrix-adas-cerchi-21-luci-plus-keyless-elettrica-diesel-bianco-cat_ma9mo19155-042ec9eb-5186-4d9a-aaa9-08a2f5fe4a5a
Marche,AN,Ancona,B.L. srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-cayenne-porche-cayenne-coupe-2020-3-0-benz-benzina-blu-azzurro-cat_ma57mo18284-247e5713-47d3-4af4-a92d-8bb15baa25ac
Marche,AN,Ancona,Car For Life Srl,,,autoscout24,3,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: micro_operatore | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-cayenne-3-0-e-hybrid-tiptronic-iva-esposta-elettrica-benzina-cat_ma57mo18284-3c38b577-4363-4c94-9add-3f10681bf6ec
Marche,AN,Ancona,Eurocar Tech Spa - Centro Porsche Bolzano,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-taycan-4s-performance-battery-plus-5p-ti-elettrica-nero-cat_ma57mo75273-9a29511b-cecc-4096-9db3-4edd138b39bd
Marche,AN,Ancona,Autoviemme Olgiate S.r.l.,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-sospensioni-dinamiche-tetto-scarico-sportivo-2-0-245-cv-benzina-bianco-cat_ma57mo20311-091bacee-d28e-402f-9f18-1d0f21b07b57
Marche,AN,Ancona,Centro Porsche Udine - Eurocar Tech Spa,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-4-elettrica-nero-cat_ma57mo20311-620331c3-6a0a-41e7-857d-689ef946f091
Marche,AN,Ancona,Centro Porsche Como – Techno Motori srl,,,autoscout24,4,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: micro_operatore | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-4-408cv-iva-esposta-cerchi-22-matrix-disponibile-elettrica-bianco-cat_ma57mo20311-5a6b0cee-1a9a-4c98-9af9-b64f6940555b
Marche,AN,Ancona,CittadellaAuto Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-panamera-2-9-4-e-hybrid-auto-elettrica-benzina-bianco-cat_ma57mo19136-c9716545-5c24-4086-8333-9a8673db7fc8
Marche,AN,Ancona,Gotti Auto Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-macan-s-tetto-21-loghi-gancio-traino-bose-service-benzina-blu-azzurro-cat_ma57mo20311-c8c0e4d8-6947-4656-a18e-9aa1840d501c
Marche,AN,Ancona,Auto Giannini srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-macan-i-2022-2-9-gts-440cv-pdk-benzina-nero-cat_ma57mo20311-a7d331c9-02e6-4bce-a9d3-df9cb852abd6
Marche,AN,Ancona,Autosalmaso Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-panamera-2-9-4-e-hybrid-sport-turismo-462-cv-elettrica-benzina-grigio-cat_ma57mo19136-8c39c83e-bdf1-460b-bd52-df8e344a0579
Marche,AN,Ancona,Horizon Cars srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-3-0-s-354cv-blue-miami-benzina-blu-azzurro-cat_ma57mo20311-fd1744f7-bc63-404a-8309-c37683059629
Marche,AN,Ancona,Elicars & Cars Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-2-0-tetto-panoramico-telecamera-benzina-nero-cat_ma57mo20311-f5d70524-8509-4401-84ec-0d8494df0adf
Marche,AN,Ancona,Samacar Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-t-265cv-pdk-tetto-pasm-360-keyless-chrono-gancio-traino-benzina-cat_ma57mo20311-3b510985-945c-4125-ac41-b9f3722b2245
Marche,AN,Ancona,Autoazzurra Store Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-2-0-t-tetto-20-pasm-pdls+-bose-sportchrono-promo-azzurra-benzina-blu-azzurro-cat_ma57mo20311-3599b462-dbf4-48fb-9170-786a8ca38fdf
Marche,AN,Ancona,Royal Motor Rovereto Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-718-718-cayman-2-5-s-350cv-manuale-service-porsche-benzina-nero-cat_ma57mo76239-ff1e6e78-35c0-45c9-8dbb-dd01252bdce1
Marche,AN,Falconara Marittima,International G.C. Motors Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: BMW | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/bmw-x4-xdrive20d-48v-msport-elettrica-diesel-nero-cat_ma13mo20364-cd78b251-1062-4972-bd04-a9ae1ebbcc4d
Marche,AN,Falconara Marittima,Rolandi auto Spa,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: BMW | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/bmw-x5-xdrive40d-mhev-48v-xline-auto-elettrica-diesel-grigio-cat_ma13mo16406-0d021fc6-a9c4-4a5f-be33-fd61df5ec5e6
Marche,AN,Falconara Marittima,Olivero Auto Srl,,,autoscout24,2,,no,escluso,si,DA_VERIFICARE_AL_TELEFONO,"brand: Audi, Mercedes-Benz | multi_brand: si | archetype_est: micro_operatore | tel_da_recuperare_manuale",https://www.autoscout24.it/annunci/mercedes-benz-gle-300-d-4matic-premium-diesel-nero-cat_ma47mo75270-17d5b239-c583-4ff9-87cd-a2f2b9266730
Marche,AN,Falconara Marittima,Dream Car Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q3-spb-tdi-110-kw-s-tronic-s-line-full-optionals-diesel-nero-cat_ma9mo19715-8485f38e-3bfb-4f2b-8687-fc555c4f3400
Marche,AN,Falconara Marittima,Domenico Truck Srl,,,autoscout24,2,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: micro_operatore | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q3-q3-sportback-tdi-110-kw-s-tronic-s-line-edition-diesel-grigio-cat_ma9mo19715-83e7a42f-b91b-41c2-8185-5633b7f39f40
Marche,AN,Falconara Marittima,Genesis Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-rs3-sportback-2-5-tfsi-quattro-carbo-bo-spaziale-benzina-giallo-cat_ma9mo19729-19d5d6f8-f166-4574-93d7-857adab5ab18
Marche,AN,Falconara Marittima,Ke Auto Srl - Sede di Milano,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-s5-a5-iii-berlina-3-0-tfsi-mhev-sport-attitude-quattro-elettrica-benzina-rosso-cat_ma9mo19048-b0e4eafd-acac-428f-be95-7d0344803d1d
Marche,AN,Falconara Marittima,Autocentri Balduina Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q5-sportback-2-0-tdi-mhev+-launch-edition-s-line-quat-elettrica-diesel-grigio-cat_ma9mo19155-98136cce-20d3-4e8b-baf8-409564f3cf87
Marche,AN,Falconara Marittima,Nicolò Riolo spa,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q4-e-tron-qu-210-my-24-elettrica-blu-azzurro-cat_ma9mo75830-22f68852-92d6-4b3b-803b-1208d76ad7b4
Marche,AN,Falconara Marittima,RSAutomobili srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q5-40-tdi-204-cv-quattro-s-tronic-s-line-prezzoreale-elettrica-diesel-nero-cat_ma9mo19155-f7953dfa-27b2-4594-8a98-94d4e88a4ea1
Marche,AN,Falconara Marittima,Corman Auto Srl | Vendita auto nuove ed usate,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-cayenne-2-9-s-tiptronic-1-proprietario-tagliandi-porsche-benzina-nero-cat_ma57mo18284-c170336c-e8b3-44d6-969d-d7c66b5a6fb7
Marche,AP,Ascoli Piceno,Effe Car Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-v-300-d-automatic-4matic-avantgarde-extralong-8-posti-diesel-nero-cat_ma47mo75284-daa82882-695e-4336-ae15-6779c9159655
Marche,AP,San Benedetto del Tronto,Carraro Spa,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-gle-350-gle-350-de-phev-e-eq-power-premium-plus-elettrica-diesel-nero-cat_ma47mo20920-11701939-376c-460c-b362-3e03fc27449c
Marche,AP,San Benedetto del Tronto,Bonera spa,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-gla-35-amg-premium-racing-collection-4matic-auto-elettrica-benzina-nero-cat_ma47mo75594-7e9b6b21-8891-4b09-ae7f-cd21a4e9b126
Marche,AP,San Benedetto del Tronto,Pwp srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-macan-4s-elettrica-arancione-cat_ma57mo20311-3016c2e2-52bf-4109-a912-973c61af0697
Marche,AP,San Benedetto del Tronto,Avenuecar Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-718-spyder-boxster-2-0-pdk-300-cv-benzina-nero-cat_ma57mo76239-9fa3f0da-77f7-4ef3-993e-d052a03a022c
Marche,MC,Civitanova Marche,Ceccato Motors Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: BMW | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/bmw-x3-xdrive20d-msport-pro-auto-elettrica-diesel-grigio-cat_ma13mo18387-d13be36b-f35f-42d7-a5c0-c1b754e556d9
Marche,MC,Civitanova Marche,Auto Simeone Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: BMW | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/bmw-x3-xdrive20d-48v-msport-pro-dvd-posteriori-elettrica-diesel-nero-cat_ma13mo18387-71fac559-0df8-4c31-aa87-41ba334d5ac0
Marche,MC,Civitanova Marche,Bonera spa,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-c-220-c-sw-all-terrain-220-d-mhev-premium-4matic-auto-elettrica-diesel-grigio-cat_ma47mo2147-9001bbac-5808-418e-a04d-f714e7960755
Marche,MC,Civitanova Marche,Alberton Auto Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-gle-300-d-4matic-mild-hybrid-premium-amg-n1-+360-elettrica-diesel-nero-cat_ma47mo75270-afa84f2f-54e2-4f27-99d6-e9961bccb3c6
Marche,MC,Civitanova Marche,Vistauto Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q5-q5-sportback-55-2-0-tfsi-e-s-line-quattro-s-tronic-elettrica-benzina-argento-cat_ma9mo19155-1d7fb9c7-008b-45a9-82ac-1f531cd41a5c
Marche,MC,Civitanova Marche,Cataldo Auto srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-a4-a4-v-2019-avant-avant-40-2-0-tdi-mhev-s-line-edition-quattro-204cv-s-tronic-elettrica-diesel-bianco-cat_ma9mo1626-38a1767f-bf57-4b1c-9d60-14b3503faba7
Marche,MC,Civitanova Marche,Centrauto Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-macan-t-2-0-pdk-pelle-tetto-apribile-265cv-benzina-grigio-cat_ma57mo20311-4014f15c-c66c-4761-8e01-b176ebc51660
Marche,MC,Macerata,Trivellato Spa,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-gle-63-amg-coupe-63-mhev-eq-boost-s-amg-ultimate-4matic+-au-elettrica-benzina-nero-cat_ma47mo20923-8dfaca7e-6557-4ec4-8932-36ad01404261
Marche,MC,Macerata,Mantovani Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-v-300-v-300-d-auto-4matic-exclusive-long-7-posti-km-0-diesel-argento-cat_ma47mo75284-7726db2b-bf8e-432b-883e-79470b9328d0
Marche,MC,Macerata,Autosalmaso srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-sq8-sq8-tdi-mhev-v8-quattro-tiptronic-435-cv-elettrica-diesel-nero-cat_ma9mo75399-6dd56407-04b2-4dab-9137-2c104b5c262f
Marche,MC,Macerata,Motorclass Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q3-2-0-tdi-150cv-s-line-edition-s-tronic-diesel-nero-cat_ma9mo19715-f72fca1c-88a3-489e-9a36-270780346d80
Marche,MC,Macerata,Eurocar Italia Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q3-sportback-40-2-0-tdi-business-plus-193cv-quattro-s-diesel-blu-azzurro-cat_ma9mo19715-52085212-dabd-44e1-bb1a-7836c76fdbde
Marche,MC,Macerata,Car For Life Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-t-iii-2-0-pdk-265-cv-iva-esposta-benzina-bianco-cat_ma57mo20311-e9b88867-a097-44dc-87d2-0045c5ecc6a7
Marche,MC,Macerata,Victoria Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-macan-s-381-cv-c-automatico-tettuccio-gancio-traino-benzina-nero-cat_ma57mo20311-fe3b6102-9c57-4a6e-ab86-a2355c623b9a
Marche,PU,Pesaro,Performance Car srls,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: BMW | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/bmw-xm-xm-g09-4-4-phev-pronta-consegna-ufficiale-bmw-elettrica-benzina-blu-azzurro-cat_ma13mo76372-0c0ab4b1-47d4-47a4-843d-c124c847eb77
Marche,PU,Pesaro,Gruppo Auto srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: BMW | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/bmw-x5-xdrive45e-msport-laser-camere-360-elettrica-benzina-blu-azzurro-cat_ma13mo16406-9eaaaa0b-06bd-43b9-8075-3d21be723d79
Marche,PU,Pesaro,Trivellato Spa,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-c-220-220-d-mhev-amg-line-advanced-200cv-auto-elettrica-diesel-grigio-cat_ma47mo2147-962c05b3-16a4-4d28-a79a-f38c50fcace4
Marche,PU,Pesaro,Domenico Truck Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-gle-350-gle-350-de-phev-coupe-amg-line-premium-4matic-auto-elettrica-diesel-nero-cat_ma47mo20920-a02ba689-1f41-477e-be52-a4a70fbfe625
Marche,PU,Pesaro,Eurocar Italia Srl - Verona,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Audi | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/audi-q5-sportback-2-0tdi-204cv-quattro-str-s-line-edition-elettrica-diesel-nero-cat_ma9mo19155-212d13c3-974d-4ab1-88ae-d66300d86a13
Marche,PU,Pesaro,Sansonetti Cosimo Damiano srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Porsche | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/porsche-cayenne-coupe-3-0-v6-e-hybrid-platinum-edition-elettrica-benzina-nero-cat_ma57mo18284-2d37c71d-a96a-4872-a3e9-070dee1a016a
Marche,PU,Urbino,Mantovani Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: BMW | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/bmw-x3-xdrive-20d-mh48v-msport-elettrica-diesel-nero-cat_ma13mo18387-b9d0556a-a0b9-473e-86bc-cc18964077a6
Marche,PU,Urbino,City Auto Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-gla-45-amg-s-4-matic-aut-421cv-full-opt-ottimo-prezzo-benzina-bianco-cat_ma47mo20388-e2ad40b1-f077-4106-9d9a-029393b67b64
Marche,PU,Urbino,Vicenza Star Srl,,,autoscout24,1,,no,escluso,no,DA_VERIFICARE_AL_TELEFONO,brand: Mercedes-Benz | archetype_est: privato_puro | tel_da_recuperare_manuale,https://www.autoscout24.it/annunci/mercedes-benz-glc-220-d-mhv-4matic-coupe-amg-premium-elettrica-diesel-grigio-cat_ma47mo21086-3fe6f59c-b01e-4ac5-8861-ba1d7be5761b
